;Especie;Registros;GBIF;CBC;Reino;Filo;Clase;Orden;Familia;Género
171;Andinobates dorisswansonae;15;https://www.gbif.org/species/7651757;https://catalogo.biodiversidad.co/file/56ca7648f0106c67230e745e/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
172;Andinobates opisthomelas;466;https://www.gbif.org/species/7773159;https://catalogo.biodiversidad.co/file/56caa682f0106c67230e7470/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
173;Andinobates tolimensis;11;https://www.gbif.org/species/8240569;https://catalogo.biodiversidad.co/file/5f7e33515d603ff70fa808cb/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
174;Andinobates victimatus;24;https://www.gbif.org/species/9331187;https://catalogo.biodiversidad.co/file/5f7e34345d603ff70fa8091d/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
175;Andinobates viridis;24;https://www.gbif.org/species/8290723;https://catalogo.biodiversidad.co/file/56ca90b5f0106c67230e7467/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
176;Andinobates virolinensis;387;https://www.gbif.org/species/7725061;https://catalogo.biodiversidad.co/file/56ca75c5f0106c67230e745d/summary;Animalia;Chordata;Amphibia;Anura;Dendrobatidae;Andinobates
177;Andira chigorodensis;92;https://www.gbif.org/species/3965676;NA;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae;Andira
178;Andropogon tolimensis;2;https://www.gbif.org/species/4138550;NA;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae;Andropogon
179;Anguloa brevilabris;2;https://www.gbif.org/species/2812549;https://catalogo.biodiversidad.co/file/61e5af00182759fd36569e6e/summary;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Anguloa
180;Anguloa cliftonii;10;https://www.gbif.org/species/2812537;https://catalogo.biodiversidad.co/file/61e5af42182759fd36569ea1/summary;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Anguloa
181;Anguloa dubia;6;https://www.gbif.org/species/2812556;NA;Plantae;Tracheophyta;Liliopsida;Asparagales;Orchidaceae;Anguloa
182;Aniba novogranatensis;13;https://www.gbif.org/species/7462426;NA;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Aniba
183;Aniba vaupesiana;11;https://www.gbif.org/species/4180217;NA;Plantae;Tracheophyta;Magnoliopsida;Laurales;Lauraceae;Aniba
184;Anisognathus melanogenys;3851;https://www.gbif.org/species/5230546;NA;Animalia;Chordata;Aves;Passeriformes;Thraupidae;Anisognathus
185;Annona cercocarpa;8;https://www.gbif.org/species/5407119;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona
186;Annona ionophylla;4;https://www.gbif.org/species/5407173;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona
187;Annona neoamazonica;8;https://www.gbif.org/species/5541620;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona
188;Annona pachyantha;25;https://www.gbif.org/species/5541610;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona
189;Annona rufinervis;20;https://www.gbif.org/species/5541601;NA;Plantae;Tracheophyta;Magnoliopsida;Magnoliales;Annonaceae;Annona
190;Anomomorpha aggregans;67;https://www.gbif.org/species/3554249;NA;Fungi;Ascomycota;Lecanoromycetes;Ostropales;Graphidaceae;Anomomorpha
191;Anoura cadenai;30;https://www.gbif.org/species/8017285;NA;Animalia;Chordata;Mammalia;Chiroptera;Phyllostomidae;Anoura
192;Anredera floribunda;13;https://www.gbif.org/species/4160815;NA;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Basellaceae;Anredera
193;Anthocephala berlepschi;1410;https://www.gbif.org/species/7516718;NA;Animalia;Chordata;Aves;Apodiformes;Trochilidae;Anthocephala
194;Anthocephala floriceps;1574;https://www.gbif.org/species/5228486;NA;Animalia;Chordata;Aves;Apodiformes;Trochilidae;Anthocephala
195;Anthodiscus montanus;17;https://www.gbif.org/species/5592411;NA;Plantae;Tracheophyta;Magnoliopsida;Malpighiales;Caryocaraceae;Anthodiscus
196;Anthopterus oliganthus;21;https://www.gbif.org/species/4171076;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Anthopterus
197;Anthopterus pterotus;11;https://www.gbif.org/species/4171051;NA;Plantae;Tracheophyta;Magnoliopsida;Ericales;Ericaceae;Anthopterus
198;Anthurium acanthospadix;8;https://www.gbif.org/species/2872652;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
199;Anthurium acutibacca;68;https://www.gbif.org/species/2873232;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
200;Anthurium alatum;181;https://www.gbif.org/species/2873341;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
201;Anthurium albertiae;26;https://www.gbif.org/species/2873519;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
202;Anthurium algentryi;3;https://www.gbif.org/species/6310167;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
203;Anthurium alstonii;9;https://www.gbif.org/species/6310166;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
204;Anthurium altobueyense;2;https://www.gbif.org/species/7446323;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
205;Anthurium amargalense;9;https://www.gbif.org/species/2872623;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
206;Anthurium angelopolisense;39;https://www.gbif.org/species/7351278;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
207;Anthurium angustisectum;44;https://www.gbif.org/species/2872348;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
208;Anthurium anorianum;31;https://www.gbif.org/species/2873379;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
209;Anthurium antioquiense;166;https://www.gbif.org/species/2873267;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
210;Anthurium antrophyoides;42;https://www.gbif.org/species/2872932;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
211;Anthurium apiaense;4;https://www.gbif.org/species/8280720;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
212;Anthurium arbelaezii;7;https://www.gbif.org/species/8270452;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
213;Anthurium arenasense;1;https://www.gbif.org/species/2872527;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
214;Anthurium arusiense;8;https://www.gbif.org/species/2872592;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
215;Anthurium atramentarium;49;https://www.gbif.org/species/2872572;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
216;Anthurium barbacoasense;14;https://www.gbif.org/species/2872959;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
217;Anthurium barreranum;6;https://www.gbif.org/species/2872479;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
218;Anthurium bayae;4;https://www.gbif.org/species/2872469;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
219;Anthurium benavidesae;11;https://www.gbif.org/species/7486224;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
220;Anthurium bicordoense;3;https://www.gbif.org/species/8004236;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
221;Anthurium birdseyanum;13;https://www.gbif.org/species/6310168;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
222;Anthurium bogotense;318;https://www.gbif.org/species/2872779;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
223;Anthurium cabrerense;25;https://www.gbif.org/species/2872557;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
224;Anthurium calimense;73;https://www.gbif.org/species/2872401;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
225;Anthurium callejasii;4;https://www.gbif.org/species/2873288;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
226;Anthurium caramantae;106;https://www.gbif.org/species/2872256;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
227;Anthurium cardenasii;4;https://www.gbif.org/species/6310149;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
228;Anthurium carinatum;5;https://www.gbif.org/species/2873657;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
229;Anthurium chocoense;28;https://www.gbif.org/species/2873277;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
230;Anthurium chorense;3;https://www.gbif.org/species/2872672;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
231;Anthurium chrysolithos;15;https://www.gbif.org/species/2872277;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
232;Anthurium chucunesense;13;https://www.gbif.org/species/7660719;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
233;Anthurium cirinoi;1;https://www.gbif.org/species/6310148;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
234;Anthurium cocornaense;2;https://www.gbif.org/species/6310146;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
235;Anthurium cogolloanum;69;https://www.gbif.org/species/2872483;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
236;Anthurium coleorrhiza;14;https://www.gbif.org/species/2873274;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
237;Anthurium combeimense;11;https://www.gbif.org/species/10724180;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
238;Anthurium cordobense;41;https://www.gbif.org/species/2872339;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
239;Anthurium cotejense;10;https://www.gbif.org/species/6310145;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
240;Anthurium cupreonitens;3;https://www.gbif.org/species/2872318;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
241;Anthurium cupreum;229;https://www.gbif.org/species/2873622;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
242;Anthurium cylindratum;2;https://www.gbif.org/species/2872331;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
243;Anthurium daguense;26;https://www.gbif.org/species/2873181;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
244;Anthurium debilis;19;https://www.gbif.org/species/2872455;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
245;Anthurium delannayi;10;https://www.gbif.org/species/6310144;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
246;Anthurium dorbayae;11;https://www.gbif.org/species/6310138;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
247;Anthurium dylanii;11;https://www.gbif.org/species/6310116;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
248;Anthurium espinae;9;https://www.gbif.org/species/6310142;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
249;Anthurium fragrans;82;https://www.gbif.org/species/2873661;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
250;Anthurium funiferum;9;https://www.gbif.org/species/2873200;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
251;Anthurium gaskinii;25;https://www.gbif.org/species/6310122;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
252;Anthurium gerherrerae;2;https://www.gbif.org/species/8725072;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
253;Anthurium giraldoi;23;https://www.gbif.org/species/2872904;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
254;Anthurium glaucospadix;259;https://www.gbif.org/species/2872566;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
255;Anthurium grandicataphyllum;7;https://www.gbif.org/species/2872398;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
256;Anthurium gustavii;19;https://www.gbif.org/species/2872739;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
257;Anthurium herrerae;3;https://www.gbif.org/species/8414006;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
258;Anthurium hinoideum;33;https://www.gbif.org/species/2873620;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
259;Anthurium hodgei;71;https://www.gbif.org/species/2872384;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
260;Anthurium hygrophilum;28;https://www.gbif.org/species/2872371;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
261;Anthurium infectorium;5;https://www.gbif.org/species/2873306;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
262;Anthurium inzanum;9;https://www.gbif.org/species/2872834;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
263;Anthurium isidroense;39;https://www.gbif.org/species/2873518;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
264;Anthurium joaquinense;86;https://www.gbif.org/species/2873483;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
265;Anthurium johnmackii;17;https://www.gbif.org/species/2872374;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
266;Anthurium johnsoniae;5;https://www.gbif.org/species/2872615;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
267;Anthurium karstenianum;3;https://www.gbif.org/species/2872453;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
268;Anthurium keatingii;1;https://www.gbif.org/species/8220621;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
269;Anthurium lakei;62;https://www.gbif.org/species/7462820;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
270;Anthurium lautum;17;https://www.gbif.org/species/2873394;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
271;Anthurium lehmannii;33;https://www.gbif.org/species/2873321;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
272;Anthurium libanoense;18;https://www.gbif.org/species/6310131;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
273;Anthurium licium;24;https://www.gbif.org/species/2872341;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
274;Anthurium longistamineum;36;https://www.gbif.org/species/2873334;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
275;Anthurium lucorum;6;https://www.gbif.org/species/2872225;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
276;Anthurium luxurians;7;https://www.gbif.org/species/2872804;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
277;Anthurium lygrum;1;https://www.gbif.org/species/2873350;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
278;Anthurium maasii;2;https://www.gbif.org/species/6310141;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
279;Anthurium macarenense;75;https://www.gbif.org/species/2872616;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
280;Anthurium macphersonii;28;https://www.gbif.org/species/2872328;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
281;Anthurium macrocephalum;3;https://www.gbif.org/species/2873030;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
282;Anthurium magnificum;46;https://www.gbif.org/species/2872520;https://catalogo.biodiversidad.co/file/56d0a9cb3c16479905cba82d/summary;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
283;Anthurium malagaense;12;https://www.gbif.org/species/2873312;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
284;Anthurium metallicum;13;https://www.gbif.org/species/2872936;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
285;Anthurium modicum;15;https://www.gbif.org/species/2872323;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
286;Anthurium monticola;351;https://www.gbif.org/species/2872594;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
287;Anthurium morae;85;https://www.gbif.org/species/2872317;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
288;Anthurium multisulcatum;29;https://www.gbif.org/species/2872468;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
289;Anthurium munchiquense;2;https://www.gbif.org/species/6310113;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
290;Anthurium nanum;1;https://www.gbif.org/species/2872358;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
291;Anthurium narinoense;3;https://www.gbif.org/species/2872338;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
292;Anthurium nemoricola;1;https://www.gbif.org/species/2872244;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
293;Anthurium nestorpazii;2;https://www.gbif.org/species/7792420;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
294;Anthurium nitidum;26;https://www.gbif.org/species/2872905;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
295;Anthurium novitaense;4;https://www.gbif.org/species/6310155;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
296;Anthurium nutibarense;6;https://www.gbif.org/species/2872780;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
297;Anthurium oxyanthum;90;https://www.gbif.org/species/2873256;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
298;Anthurium oyuelae;10;https://www.gbif.org/species/10848465;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
299;Anthurium pallidicaudex;35;https://www.gbif.org/species/2872264;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
300;Anthurium palmarense;8;https://www.gbif.org/species/6310156;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
301;Anthurium paraguasense;1;https://www.gbif.org/species/6310115;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
302;Anthurium pazii;3;https://www.gbif.org/species/8242942;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
303;Anthurium pedatum;128;https://www.gbif.org/species/2873143;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
304;Anthurium perviride;13;https://www.gbif.org/species/2873224;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
305;Anthurium phyllobaris;40;https://www.gbif.org/species/2872752;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
306;Anthurium pichindense;2;https://www.gbif.org/species/6310157;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
307;Anthurium planadense;4;https://www.gbif.org/species/7979096;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
308;Anthurium pluviaticum;92;https://www.gbif.org/species/2872778;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
309;Anthurium porcesitoense;2;https://www.gbif.org/species/7665413;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
310;Anthurium promininerve;31;https://www.gbif.org/species/2872257;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
311;Anthurium protrudens;9;https://www.gbif.org/species/7995208;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
312;Anthurium pulidoae;2;https://www.gbif.org/species/6310158;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
313;Anthurium quinonesiae;10;https://www.gbif.org/species/9564804;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
314;Anthurium quinquenervium;4;https://www.gbif.org/species/2873614;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
315;Anthurium ramosense;33;https://www.gbif.org/species/6310175;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
316;Anthurium ramosii;14;https://www.gbif.org/species/6310117;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
317;Anthurium remotum;7;https://www.gbif.org/species/2873177;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
318;Anthurium renteriae;2;https://www.gbif.org/species/6310114;NA;Plantae;Tracheophyta;Liliopsida;Alismatales;Araceae;Anthurium
